,open,high,low,close,volume,ticker
2024-06-25 13:30:00,209.0800018310547,210.0500030517578,208.61000061035156,210.03500366210938,2810556,AAPL
2024-06-25 13:31:00,210.035400390625,210.1199951171875,209.83999633789062,210.10000610351562,376029,AAPL
2024-06-25 13:32:00,210.1094970703125,210.6999969482422,210.00999450683594,210.6699981689453,432452,AAPL
2024-06-25 13:33:00,210.6699981689453,210.77000427246094,210.35000610351562,210.35000610351562,457735,AAPL
2024-06-25 13:34:00,210.3529052734375,210.57000732421875,210.22000122070312,210.52000427246094,288800,AAPL
2024-06-25 13:35:00,210.52999877929688,210.5399932861328,210.2760009765625,210.47000122070312,255038,AAPL
2024-06-25 13:36:00,210.47000122070312,210.66000366210938,210.42080688476562,210.52000427246094,289582,AAPL
2024-06-25 13:37:00,210.51930236816406,210.75,210.37010192871094,210.65390014648438,272698,AAPL
2024-06-25 13:38:00,210.66000366210938,211.25999450683594,210.64999389648438,211.21499633789062,482978,AAPL
2024-06-25 13:39:00,211.1999969482422,211.1999969482422,210.6699981689453,210.7740020751953,370074,AAPL
2024-06-25 13:40:00,210.77999877929688,211.35000610351562,210.75999450683594,211.2899932861328,297489,AAPL
2024-06-25 13:41:00,211.29989624023438,211.3800048828125,210.55999755859375,210.55999755859375,400444,AAPL
2024-06-25 13:42:00,210.57730102539062,210.5998992919922,210.02000427246094,210.2144012451172,404879,AAPL
2024-06-25 13:43:00,210.22999572753906,210.86000061035156,210.2100067138672,210.85000610351562,239039,AAPL
2024-06-25 13:44:00,210.8592071533203,211.1699981689453,210.27000427246094,210.31500244140625,320593,AAPL
2024-06-25 13:45:00,210.27999877929688,210.39999389648438,210.0,210.10009765625,216396,AAPL
2024-06-25 13:46:00,210.2949981689453,210.33999633789062,210.08999633789062,210.0998992919922,226706,AAPL
2024-06-25 13:47:00,210.0800018310547,210.22999572753906,209.85000610351562,210.0500030517578,256233,AAPL
2024-06-25 13:48:00,210.0500030517578,210.3000030517578,209.8800048828125,209.94000244140625,193358,AAPL
2024-06-25 13:49:00,209.92050170898438,209.97999572753906,209.75,209.77000427246094,141382,AAPL
2024-06-25 13:50:00,209.77000427246094,209.89999389648438,209.75,209.83999633789062,170668,AAPL
2024-06-25 13:51:00,209.84530639648438,209.94900512695312,209.6300048828125,209.85000610351562,196630,AAPL
2024-06-25 13:52:00,209.85450744628906,209.98989868164062,209.6699981689453,209.80999755859375,152073,AAPL
2024-06-25 13:53:00,209.8300018310547,209.9600067138672,209.8000030517578,209.91200256347656,115906,AAPL
2024-06-25 13:54:00,209.9001007080078,210.05999755859375,209.82000732421875,209.99009704589844,190125,AAPL
2024-06-25 13:55:00,209.9949951171875,210.17999267578125,209.97500610351562,210.1300048828125,188500,AAPL
2024-06-25 13:56:00,210.11000061035156,210.16000366210938,209.99000549316406,210.0,141361,AAPL
2024-06-25 13:57:00,210.0,210.0500030517578,209.9499969482422,210.0399932861328,179143,AAPL
2024-06-25 13:58:00,210.02999877929688,210.13999938964844,209.97000122070312,210.08990478515625,114377,AAPL
2024-06-25 13:59:00,210.07879638671875,210.11000061035156,209.80999755859375,210.10960388183594,148252,AAPL
2024-06-25 14:00:00,210.11000061035156,210.27000427246094,209.91000366210938,210.22000122070312,156794,AAPL
2024-06-25 14:01:00,210.22999572753906,210.2899932861328,209.98500061035156,210.00999450683594,151145,AAPL
2024-06-25 14:02:00,210.02999877929688,210.2799072265625,209.91000366210938,210.16000366210938,137823,AAPL
2024-06-25 14:03:00,210.1699981689453,210.53619384765625,210.1699981689453,210.33999633789062,144482,AAPL
2024-06-25 14:04:00,210.33999633789062,210.50999450683594,210.2449951171875,210.50999450683594,137191,AAPL
2024-06-25 14:05:00,210.5,210.72000122070312,210.42999267578125,210.4600067138672,192360,AAPL
2024-06-25 14:06:00,210.4803924560547,210.63999938964844,210.32000732421875,210.36990356445312,152299,AAPL
2024-06-25 14:07:00,210.36000061035156,210.39990234375,210.02999877929688,210.05999755859375,135493,AAPL
2024-06-25 14:08:00,210.0500030517578,210.27999877929688,210.0,210.27000427246094,113325,AAPL
2024-06-25 14:09:00,210.26499938964844,210.3300018310547,210.11000061035156,210.24000549316406,109963,AAPL
2024-06-25 14:10:00,210.23199462890625,210.3800048828125,210.1125030517578,210.36000061035156,121635,AAPL
2024-06-25 14:11:00,210.3699951171875,210.3699951171875,210.0399932861328,210.05599975585938,135394,AAPL
2024-06-25 14:12:00,210.05990600585938,210.1199951171875,209.6699981689453,209.78990173339844,217077,AAPL
2024-06-25 14:13:00,209.77499389648438,209.85499572753906,209.61000061035156,209.80499267578125,136617,AAPL
2024-06-25 14:14:00,209.80499267578125,209.82000732421875,209.66000366210938,209.78990173339844,147628,AAPL
2024-06-25 14:15:00,209.7899932861328,209.85000610351562,209.57000732421875,209.57000732421875,140322,AAPL
2024-06-25 14:16:00,209.57000732421875,209.60000610351562,209.32000732421875,209.38499450683594,155968,AAPL
2024-06-25 14:17:00,209.38999938964844,209.64999389648438,209.3249969482422,209.6033935546875,168706,AAPL
2024-06-25 14:18:00,209.62680053710938,209.66000366210938,209.5,209.5500030517578,82261,AAPL
2024-06-25 14:19:00,209.5500030517578,209.55999755859375,209.32000732421875,209.53640747070312,112430,AAPL
2024-06-25 14:20:00,209.52999877929688,209.66299438476562,209.51499938964844,209.55999755859375,96899,AAPL
2024-06-25 14:21:00,209.5500030517578,209.7899932861328,209.5399932861328,209.7899932861328,124634,AAPL
2024-06-25 14:22:00,209.77999877929688,210.07000732421875,209.77999877929688,209.97999572753906,147898,AAPL
2024-06-25 14:23:00,209.9718017578125,210.22999572753906,209.9718017578125,210.02999877929688,168677,AAPL
2024-06-25 14:24:00,210.02999877929688,210.07000732421875,209.89999389648438,210.07000732421875,155367,AAPL
2024-06-25 14:25:00,210.06500244140625,210.13999938964844,210.02999877929688,210.13999938964844,100120,AAPL
2024-06-25 14:26:00,210.13999938964844,210.1855926513672,210.02000427246094,210.0399932861328,83186,AAPL
2024-06-25 14:27:00,210.0399932861328,210.11000061035156,210.02000427246094,210.11000061035156,63996,AAPL
2024-06-25 14:28:00,210.11000061035156,210.13999938964844,209.85000610351562,209.85220336914062,95355,AAPL
2024-06-25 14:29:00,209.86000061035156,209.875,209.75999450683594,209.79989624023438,118136,AAPL
2024-06-25 14:30:00,209.8000030517578,210.0800018310547,209.7949981689453,209.88999938964844,107655,AAPL
2024-06-25 14:31:00,209.85000610351562,210.02999877929688,209.8209991455078,210.01589965820312,122175,AAPL
2024-06-25 14:32:00,210.0186004638672,210.10000610351562,209.95010375976562,210.0850067138672,89857,AAPL
2024-06-25 14:33:00,210.09500122070312,210.09500122070312,209.77499389648438,209.8300018310547,119144,AAPL
2024-06-25 14:34:00,209.83999633789062,209.8800048828125,209.77000427246094,209.86000061035156,78771,AAPL
2024-06-25 14:35:00,209.8300018310547,209.8697052001953,209.77999877929688,209.8350067138672,77051,AAPL
2024-06-25 14:36:00,209.8300018310547,209.89990234375,209.8300018310547,209.86000061035156,102187,AAPL
2024-06-25 14:37:00,209.84869384765625,210.07000732421875,209.81500244140625,209.95840454101562,127755,AAPL
2024-06-25 14:38:00,209.9600067138672,209.9799041748047,209.86000061035156,209.91000366210938,43086,AAPL
2024-06-25 14:39:00,209.92999267578125,210.0198974609375,209.89999389648438,210.0,124454,AAPL
2024-06-25 14:40:00,209.9949951171875,210.16000366210938,209.92999267578125,210.10000610351562,100538,AAPL
2024-06-25 14:41:00,210.0800018310547,210.1300048828125,209.82009887695312,209.8260040283203,281701,AAPL
2024-06-25 14:42:00,209.82000732421875,209.8249969482422,209.5449981689453,209.697998046875,392679,AAPL
2024-06-25 14:43:00,209.69400024414062,209.77000427246094,209.64010620117188,209.69000244140625,292636,AAPL
