,open,high,low,close,volume,ticker
2024-06-25 13:30:00,181.2165069580078,182.25999450683594,181.11000061035156,182.1750030517578,557933,GOOG
2024-06-25 13:31:00,182.19000244140625,182.1999969482422,181.75999450683594,181.85000610351562,57263,GOOG
2024-06-25 13:32:00,181.8300018310547,182.1300048828125,181.77999877929688,182.10000610351562,70497,GOOG
2024-06-25 13:33:00,182.11000061035156,182.1300048828125,181.82000732421875,181.83999633789062,75427,GOOG
2024-06-25 13:34:00,181.85000610351562,181.8800048828125,181.4600067138672,181.48939514160156,88083,GOOG
2024-06-25 13:35:00,181.49000549316406,181.67999267578125,181.44000244140625,181.4600067138672,51676,GOOG
2024-06-25 13:36:00,181.47000122070312,181.7100067138672,181.4499969482422,181.60000610351562,35419,GOOG
2024-06-25 13:37:00,181.55499267578125,181.84530639648438,181.4499969482422,181.84530639648438,48207,GOOG
2024-06-25 13:38:00,181.8000030517578,181.80499267578125,181.5800018310547,181.80499267578125,37328,GOOG
2024-06-25 13:39:00,181.8000030517578,182.00999450683594,181.8000030517578,181.97000122070312,45439,GOOG
2024-06-25 13:40:00,181.97999572753906,182.1300048828125,181.96499633789062,182.01800537109375,75812,GOOG
2024-06-25 13:41:00,182.0,182.0113067626953,181.83999633789062,181.9600067138672,45438,GOOG
2024-06-25 13:42:00,181.96670532226562,182.1343994140625,181.85000610351562,182.1199951171875,75896,GOOG
2024-06-25 13:43:00,182.08999633789062,182.11000061035156,181.97999572753906,182.00999450683594,48167,GOOG
2024-06-25 13:44:00,182.00999450683594,182.05999755859375,181.83999633789062,181.89999389648438,36780,GOOG
2024-06-25 13:45:00,181.91000366210938,181.9600067138672,181.8300018310547,181.8800048828125,35849,GOOG
2024-06-25 13:46:00,181.8800048828125,181.9481964111328,181.86000061035156,181.9199981689453,52747,GOOG
2024-06-25 13:47:00,181.91000366210938,182.36000061035156,181.89999389648438,182.30999755859375,136898,GOOG
2024-06-25 13:48:00,182.2899932861328,182.44000244140625,182.2100067138672,182.25,74764,GOOG
2024-06-25 13:49:00,182.24000549316406,182.24000549316406,181.94000244140625,182.0028076171875,43463,GOOG
2024-06-25 13:50:00,182.0,182.05499267578125,181.60499572753906,181.60499572753906,58902,GOOG
2024-06-25 13:51:00,181.5800018310547,181.6300048828125,181.44500732421875,181.4499969482422,29768,GOOG
2024-06-25 13:52:00,181.42999267578125,181.4499969482422,181.3000030517578,181.41000366210938,53445,GOOG
2024-06-25 13:53:00,181.39999389648438,181.52049255371094,181.3300018310547,181.44000244140625,25520,GOOG
2024-06-25 13:54:00,181.44500732421875,181.7100067138672,181.44000244140625,181.7100067138672,27897,GOOG
2024-06-25 13:55:00,181.69000244140625,181.82000732421875,181.5800018310547,181.77000427246094,35847,GOOG
2024-06-25 13:56:00,181.7801055908203,181.87989807128906,181.72000122070312,181.81500244140625,33935,GOOG
2024-06-25 13:57:00,181.80999755859375,181.92999267578125,181.77749633789062,181.88999938964844,37577,GOOG
2024-06-25 13:58:00,181.88999938964844,181.9149932861328,181.80999755859375,181.80999755859375,38602,GOOG
2024-06-25 13:59:00,181.8000030517578,181.92999267578125,181.77000427246094,181.9199981689453,47067,GOOG
2024-06-25 14:00:00,181.93499755859375,182.00999450683594,181.82000732421875,181.97999572753906,51210,GOOG
2024-06-25 14:01:00,182.00999450683594,182.17999267578125,181.99000549316406,182.08999633789062,63824,GOOG
2024-06-25 14:02:00,182.08999633789062,182.21009826660156,182.0800018310547,182.1750030517578,28747,GOOG
2024-06-25 14:03:00,182.17999267578125,182.22500610351562,182.11000061035156,182.1999969482422,31259,GOOG
2024-06-25 14:04:00,182.1999969482422,182.4199981689453,182.16000366210938,182.41000366210938,51673,GOOG
2024-06-25 14:05:00,182.39500427246094,182.4698944091797,182.36000061035156,182.36000061035156,41479,GOOG
2024-06-25 14:06:00,182.3800048828125,182.4499969482422,182.2899932861328,182.33999633789062,27817,GOOG
2024-06-25 14:07:00,182.3249969482422,182.36000061035156,182.24000549316406,182.24000549316406,56830,GOOG
2024-06-25 14:08:00,182.2100067138672,182.2899932861328,182.09829711914062,182.24000549316406,33040,GOOG
2024-06-25 14:09:00,182.26089477539062,182.32000732421875,182.24000549316406,182.27000427246094,34116,GOOG
2024-06-25 14:10:00,182.24000549316406,182.34359741210938,182.22500610351562,182.27999877929688,30935,GOOG
2024-06-25 14:11:00,182.2899932861328,182.55999755859375,182.2899932861328,182.5500030517578,62682,GOOG
2024-06-25 14:12:00,182.5800018310547,182.6300048828125,182.52999877929688,182.5500030517578,83049,GOOG
2024-06-25 14:13:00,182.5500030517578,182.6300048828125,182.5,182.60000610351562,34212,GOOG
2024-06-25 14:14:00,182.60000610351562,182.73500061035156,182.57000732421875,182.73500061035156,43871,GOOG
2024-06-25 14:15:00,182.7301025390625,182.80999755859375,182.6999969482422,182.77000427246094,82527,GOOG
2024-06-25 14:16:00,182.7899932861328,183.16000366210938,182.75999450683594,183.1300048828125,203489,GOOG
2024-06-25 14:17:00,183.13949584960938,183.2100067138672,183.05999755859375,183.1300048828125,90625,GOOG
2024-06-25 14:18:00,183.10000610351562,183.10000610351562,182.88999938964844,182.97000122070312,54102,GOOG
2024-06-25 14:19:00,182.9600067138672,182.97019958496094,182.74000549316406,182.83999633789062,44389,GOOG
2024-06-25 14:20:00,182.83790588378906,183.10000610351562,182.82000732421875,183.04010009765625,51347,GOOG
2024-06-25 14:21:00,183.02810668945312,183.10000610351562,182.92999267578125,183.0399932861328,34013,GOOG
2024-06-25 14:22:00,183.0399932861328,183.14500427246094,182.92999267578125,182.99000549316406,32883,GOOG
2024-06-25 14:23:00,182.99000549316406,183.19000244140625,182.98500061035156,183.1678009033203,40559,GOOG
2024-06-25 14:24:00,183.16000366210938,183.28500366210938,183.1300048828125,183.27999877929688,43926,GOOG
2024-06-25 14:25:00,183.29080200195312,183.38999938964844,183.27999877929688,183.38999938964844,65663,GOOG
2024-06-25 14:26:00,183.39999389648438,183.39999389648438,183.25,183.381103515625,57774,GOOG
2024-06-25 14:27:00,183.3800048828125,183.41000366210938,183.3000030517578,183.3300018310547,30334,GOOG
2024-06-25 14:28:00,183.33999633789062,183.33999633789062,183.22999572753906,183.22999572753906,35011,GOOG
2024-06-25 14:29:00,183.2550048828125,183.31500244140625,183.25,183.31500244140625,27707,GOOG
2024-06-25 14:30:00,183.31019592285156,183.42999267578125,183.10499572753906,183.1269073486328,79188,GOOG
2024-06-25 14:31:00,183.13999938964844,183.22000122070312,183.0500030517578,183.18499755859375,35541,GOOG
2024-06-25 14:32:00,183.21499633789062,183.25999450683594,183.1300048828125,183.22000122070312,29449,GOOG
2024-06-25 14:33:00,183.27000427246094,183.3800048828125,183.25,183.35499572753906,29485,GOOG
2024-06-25 14:34:00,183.3800048828125,183.44000244140625,183.27999877929688,183.4199981689453,34416,GOOG
2024-06-25 14:35:00,183.4001007080078,183.41000366210938,183.1199951171875,183.1199951171875,36030,GOOG
2024-06-25 14:36:00,183.11000061035156,183.16329956054688,183.0653076171875,183.0653076171875,22135,GOOG
2024-06-25 14:37:00,183.0800018310547,183.27499389648438,183.0800018310547,183.18490600585938,35127,GOOG
2024-06-25 14:38:00,183.18499755859375,183.25799560546875,183.1699981689453,183.25,30547,GOOG
2024-06-25 14:39:00,183.2550048828125,183.4499969482422,183.2550048828125,183.42999267578125,41052,GOOG
2024-06-25 14:40:00,183.42999267578125,183.52000427246094,183.3300018310547,183.47000122070312,47859,GOOG
2024-06-25 14:41:00,183.4600067138672,183.52000427246094,183.41000366210938,183.47000122070312,27020,GOOG
2024-06-25 14:42:00,183.47000122070312,183.47000122070312,183.32000732421875,183.39999389648438,33789,GOOG
2024-06-25 14:43:00,183.4145965576172,183.4145965576172,183.25,183.2698974609375,29667,GOOG
2024-06-25 14:44:00,183.27000427246094,183.38999938964844,183.25,183.38999938964844,54016,GOOG
2024-06-25 14:45:00,183.3699951171875,183.49000549316406,183.3699951171875,183.4600067138672,32423,GOOG
2024-06-25 14:46:00,183.4949951171875,183.52000427246094,183.40109252929688,183.44419860839844,31629,GOOG
2024-06-25 14:47:00,183.49000549316406,183.5399932861328,183.47000122070312,183.47000122070312,37333,GOOG
2024-06-25 14:48:00,183.47999572753906,183.5399932861328,183.3800048828125,183.3928985595703,42264,GOOG
2024-06-25 14:49:00,183.38999938964844,183.57000732421875,183.3800048828125,183.5695037841797,57345,GOOG
2024-06-25 14:50:00,183.5695037841797,183.5800018310547,183.46060180664062,183.46060180664062,22797,GOOG
2024-06-25 14:51:00,183.4600067138672,183.6199951171875,183.4199981689453,183.58999633789062,31180,GOOG
2024-06-25 14:52:00,183.5928955078125,183.6199951171875,183.48899841308594,183.52999877929688,32180,GOOG
2024-06-25 14:53:00,183.5399932861328,183.6300048828125,183.49000549316406,183.5850067138672,33169,GOOG
2024-06-25 14:54:00,183.5800018310547,183.70199584960938,183.5800018310547,183.70199584960938,51349,GOOG
2024-06-25 14:55:00,183.6999969482422,183.6999969482422,183.52000427246094,183.52000427246094,27731,GOOG
2024-06-25 14:56:00,183.4720001220703,183.5449981689453,183.3524932861328,183.3800048828125,26322,GOOG
2024-06-25 14:57:00,183.3699951171875,183.4499969482422,183.3699951171875,183.44020080566406,28520,GOOG
2024-06-25 14:58:00,183.4499969482422,183.52999877929688,183.4199981689453,183.49000549316406,29530,GOOG
2024-06-25 14:59:00,183.4499969482422,183.47999572753906,183.4199981689453,183.47000122070312,14060,GOOG
2024-06-25 15:00:00,183.49000549316406,183.52000427246094,183.38999938964844,183.41000366210938,24621,GOOG
2024-06-25 15:01:00,183.44000244140625,183.5399932861328,183.44000244140625,183.5279998779297,216715,GOOG
2024-06-25 15:02:00,183.52999877929688,183.72999572753906,183.52499389648438,183.72999572753906,35492,GOOG
